,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
19560,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11197,55, ,A1,109-05 SPRINGFIELD BLVD., ,11429,1,0,1,5888,1221,1915,1,A1,448000,2/17/2017 0:00
19561,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11197,110, ,A1,218-75 110TH   AVENUE, ,11429,1,0,1,2325,1008,1920,1,A1,445000,2/28/2017 0:00
19562,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11197,114, ,A1,218-67 110TH AVE, ,11429,1,0,1,2325,858,1920,1,A1,380000,4/27/2017 0:00
19564,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11198,107, ,A1,218-22 110TH   AVENUE, ,11429,1,0,1,4030,1345,1920,1,A1,490000,6/15/2017 0:00
19568,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11207,13, ,A2,223-31 112TH   AVENUE, ,11429,1,0,1,6000,1170,1950,1,A2,365000,12/22/2016 0:00
19569,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11209,38, ,A1,111-20 227TH STREET, ,11429,1,0,1,4000,1120,1940,1,A1,496000,8/14/2017 0:00
19570,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11209,50, ,A5,225-30 111 AVE, ,11429,1,0,1,3360,1536,2002,1,A5,500000,7/31/2017 0:00
19571,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11215,50, ,A0,219-31 112TH RD, ,11429,1,0,1,4000,1050,1950,1,A0,495000,12/9/2016 0:00
19572,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11217,20, ,A5,219-37 MURDOCK AVENUE, ,11429,1,0,1,2167,955,1935,1,A5,375000,9/7/2016 0:00
19574,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11218,86, ,A2,221-22 112TH   AVENUE, ,11429,1,0,1,4000,1900,1930,1,A2,278500,1/18/2017 0:00
19575,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11219,18, ,A0,221-19 113TH   AVENUE, ,11429,1,0,1,4000,1038,1945,1,A0,555000,6/16/2017 0:00
19576,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11219,18, ,A0,221-19 113TH AVE, ,11429,1,0,1,4000,1038,1945,1,A0,180000,2/13/2017 0:00
19581,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11228,121, ,A2,229-07 113 AVENUE, ,11429,1,0,1,4000,300,1950,1,A2,365700,2/17/2017 0:00
19582,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11231,87, ,A5,215-15 MURDOCK AVENUE, ,11429,1,0,1,2158,1672,1940,1,A5,422300,4/3/2017 0:00
19583,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11231,88, ,A5,215-17 MURDOCK AVENUE, ,11429,1,0,1,2158,1672,1940,1,A5,635000,5/23/2017 0:00
19584,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11231,138, ,A1,216-20 113TH   AVENUE, ,11429,1,0,1,4000,882,1930,1,A1,184500,5/10/2017 0:00
19587,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11233,14, ,A1,216-14 113 DRIVE, ,11429,1,0,1,3000,1260,1935,1,A1,409000,4/19/2017 0:00
19588,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11233,28, ,A1,216-42 113TH DRIVE, ,11429,1,0,1,3000,1260,1935,1,A1,425250,4/13/2017 0:00
19593,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11234,163, ,A5,217-01 114TH   ROAD, ,11411,1,0,1,3000,1566,1940,1,A5,450000,2/13/2017 0:00
19594,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11235,63, ,A1,219-29 113TH DRIVE, ,11429,1,0,1,3000,1056,1940,1,A1,475000,3/3/2017 0:00
19596,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11239,3, ,A1,221-06 113 DRIVE, ,11429,1,0,1,3442,1144,1940,1,A1,315000,9/28/2016 0:00
19598,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11239,26, ,A2,221-43 114TH   AVENUE, ,11411,1,0,1,3442,704,1940,1,A2,180000,3/13/2017 0:00
19600,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11240,80, ,A1,221-03 114TH ROAD, ,11411,1,0,1,3000,1056,1925,1,A1,454000,4/27/2017 0:00
19602,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11243,37, ,A0,223-23 114TH ROAD, ,11411,1,0,1,3400,840,1960,1,A0,170000,7/11/2017 0:00
19603,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11243,38, ,A2,223-19 114TH   ROAD, ,11411,1,0,1,3400,672,1960,1,A2,260000,1/25/2017 0:00
19604,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11244,7, ,A5,225-14 MURDOCK AVENUE, ,11429,1,0,1,1800,1683,1955,1,A5,440000,11/1/2016 0:00
19605,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11246,17, ,A0,225-34 114TH AVENUE, ,11411,1,0,1,4000,900,1945,1,A0,400000,12/8/2016 0:00
19606,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11246,25, ,A0,226-19 114TH   ROAD, ,11411,1,0,1,4000,1095,1945,1,A0,367094,12/15/2016 0:00
19608,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11247,39, ,A1,227-30 113TH AVENUE, ,11429,1,0,1,3000,1528,1930,1,A1,435000,11/21/2016 0:00
19609,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11247,44, ,A1,227-40 113TH AVENUE, ,11429,1,0,1,5492,1665,1930,1,A1,244500,10/11/2016 0:00
19610,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11247,79, ,A0,227-31 MURDOCK AVENUE, ,11429,1,0,1,4000,1125,1950,1,A0,475000,12/14/2016 0:00
19611,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11253,39, ,A0,227-63 114TH AVE, ,11411,1,0,1,4100,1205,1945,1,A0,345725,11/22/2016 0:00
19612,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11253,49, ,A0,227-43 114TH  AVENUE, ,11411,1,0,1,4100,1188,1945,1,A0,486000,9/1/2016 0:00
19613,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11254,3, ,A0,227-08 114TH   AVENUE, ,11411,1,0,1,4000,1240,1950,1,A0,478000,4/25/2017 0:00
19615,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11254,55, ,A0,227-39 114TH ROAD, ,11411,1,0,1,3900,1225,1950,1,A0,470000,2/10/2017 0:00
19617,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11255,124, ,A0,228-19 114TH DRIVE, ,11411,1,0,1,4000,1225,1950,1,A0,256500,4/19/2017 0:00
19619,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11265,97, ,A0,11436 222ND STREET, ,11411,1,0,1,4180,1181,1950,1,A0,475000,2/23/2017 0:00
19621,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11268,71, ,A5,114-47 224TH STREET, ,11411,1,0,1,2875,1152,1950,1,A5,423000,1/27/2017 0:00
19624,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11271,109, ,A5,114-84 228TH STREET, ,11411,1,0,1,4300,1464,1950,1,A5,459000,12/7/2016 0:00
19627,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11275,37, ,A0,114-86 230TH   STREET, ,11411,1,0,1,4000,1385,1945,1,A0,478000,8/8/2017 0:00
19628,4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11276,22, ,A0,114103 230TH   STREET, ,11411,1,0,1,4000,1307,1945,1,A0,280250,1/26/2017 0:00
19629,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7880,11, ,B2,82-147 COUNTRY POINTE CIRCL, ,11427,2,0,2,3000,2200,2002,1,B2,800000,9/27/2016 0:00
19630,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7880,44, ,B2,82-71 COUNTRY POINTE CRCL, ,11427,2,0,2,1660,2200,2002,1,B2,790000,11/29/2016 0:00
19631,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7880,64, ,B2,82-25 COUNTRY POINTE CRCL, ,11427,2,0,2,3617,2200,2002,1,B2,725000,12/16/2016 0:00
19632,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7880,98, ,B2,82-104 COUNTRY POINTE CRCL, ,11427,2,0,2,1763,2200,2002,1,B2,729000,1/11/2017 0:00
19634,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7941,43, ,B1,232-20 HILLSIDE AVENUE, ,11427,2,0,2,1680,1840,1945,1,B1,708000,6/27/2017 0:00
19635,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7942,36, ,B3,86-35 233 STREET, ,11427,2,0,2,3325,1541,1920,1,B3,578000,12/19/2016 0:00
19636,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7948,71, ,B3,230-06 88TH AVE, ,11427,2,0,2,4375,1530,1925,1,B3,565000,2/24/2017 0:00
19637,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7952,38, ,B1,86-14 235TH COURT, ,11427,2,0,2,5000,2484,1930,1,B1,180000,9/9/2016 0:00
19643,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,7971,12, ,B3,88-09 MOLINE STREET, ,11427,2,0,2,3100,2045,1930,1,B3,545000,10/26/2016 0:00
19645,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10601,29, ,S2,212-35 JAMAICA AVENUE, ,11428,2,1,3,2400,3322,1916,1,S2,820000,9/28/2016 0:00
19646,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10607,43, ,S2,215-15 JAMAICA AVENUE, ,11428,2,1,3,1656,2010,1931,1,S2,530000,3/10/2017 0:00
19647,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10607,47, ,S2,215-07 JAMAICA AVE, ,11428,2,1,3,1764,2640,1931,1,S2,485000,7/10/2017 0:00
19648,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10627,42, ,B3,92-40 214TH PLACE, ,11428,2,0,2,2750,1312,1920,1,B3,460000,6/28/2017 0:00
19649,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10629,48, ,B3,92-42 215TH STREET, ,11428,2,0,2,2500,1280,1930,1,B3,525000,6/16/2017 0:00
19650,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10638,28, ,B3,91-32 VANDERVEER STREET, ,11428,2,0,2,2775,1504,1920,1,B3,485000,7/11/2017 0:00
19651,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10644,31, ,B3,90-30 212TH PLACE, ,11428,2,0,2,2880,1689,1930,1,B3,450000,9/21/2016 0:00
19652,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10654,16, ,B3,89-57 212TH   PLACE, ,11427,2,0,2,3040,1520,1925,1,B3,670000,7/18/2017 0:00
19654,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10664,47, ,B3,89-09 219TH   STREET, ,11427,2,0,2,2400,1280,1920,1,B3,575000,11/29/2016 0:00
19655,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10671,19, ,B3,8811 213 ST, ,11427,2,0,2,4200,1321,1955,1,B3,500000,10/6/2016 0:00
19656,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10676,21, ,B1,88-09 216TH   STREET, ,11427,2,0,2,2200,2227,1955,1,B1,630000,12/29/2016 0:00
19657,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10689,28, ,B3,87-11 219TH   STREET, ,11427,2,0,2,1890,1658,1965,1,B3,390000,7/14/2017 0:00
19658,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10698,32, ,B3,93-20 219TH   STREET, ,11428,2,0,2,5000,2540,1920,1,B3,586000,9/9/2016 0:00
19660,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10706,5, ,B3,220-14 DAVENPORT AVE, ,11428,2,0,2,3700,1584,1920,1,B3,300000,3/16/2017 0:00
19662,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10730,31, ,B3,93-43 220TH   STREET, ,11428,2,0,2,6000,1726,1910,1,B3,725000,3/13/2017 0:00
19663,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10736,24, ,B3,221-29 DAVENPORT AVENUE, ,11428,2,0,2,4000,2388,1920,1,B3,650000,8/11/2017 0:00
19665,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10740,28, ,B3,221-83 91ST   AVENUE, ,11428,2,0,2,2100,1420,1925,1,B3,610000,8/18/2017 0:00
19668,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10757,12, ,B3,91-01 222ND   STREET, ,11428,2,0,2,1800,1224,1940,1,B3,499999,9/27/2016 0:00
19669,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10759,157, ,S2,216-14 JAMAICA AVENUE, ,11428,2,1,3,2450,2536,1931,1,S2,720000,7/13/2017 0:00
19671,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10768,43, ,B2,218-41 100TH AVENUE, ,11429,2,0,2,2800,1600,1960,1,B2,465000,8/3/2017 0:00
19672,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10768,46, ,B2,218-33 100TH   AVENUE, ,11429,2,0,2,2800,1600,1960,1,B2,545900,12/21/2016 0:00
19673,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10772,36, ,S2,218-91 HEMPSTEAD AVENUE, ,11429,2,1,3,1910,2200,1931,1,S2,545000,6/23/2017 0:00
19674,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10779,36, ,B3,220-15 100 DRIVE, ,11429,2,0,2,4680,1804,1925,1,B3,610000,11/29/2016 0:00
19677,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,10796,9, ,S2,223-03 HEMPSTEAD AVENUE, ,11429,2,1,3,2020,2400,1925,1,S2,645000,10/18/2016 0:00
19678,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11089,1, ,B3,215-01 102ND AVENUE, ,11429,2,0,2,2500,1670,1930,1,B3,636525,3/17/2017 0:00
19679,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11091,48, ,B2,216-21 102 AVENUE, ,11429,2,0,2,3750,2150,1989,1,B2,600000,7/7/2017 0:00
19680,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11093,22, ,B2,101-20 217TH   PLACE, ,11429,2,0,2,4167,2350,1960,1,B2,725000,4/18/2017 0:00
19681,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11097,1, ,B2,104-75 212TH STREET, ,11429,2,0,2,3830,1953,1920,1,B2,435000,9/20/2016 0:00
19682,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11101,26, ,B3,215-20 106 AVENUE, ,11429,2,0,2,4428,1488,1925,1,B3,660000,11/29/2016 0:00
19683,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11101,82, ,B3,215-21 HOLLIS AVENUE, ,11429,2,0,2,10792,2519,1925,1,B3,550000,11/16/2016 0:00
19684,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11104,50, ,B2,104-10 217 LANE, ,11429,2,0,2,2670,1680,1950,1,B2,580000,2/17/2017 0:00
19685,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11107,52, ,B3,103-12 218TH   PLACE, ,11429,2,0,2,5000,1813,1925,1,B3,740000,1/27/2017 0:00
19687,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11108,53, ,B2,218-33 105TH   AVENUE, ,11429,2,0,2,3000,2160,1930,1,B2,450000,9/22/2016 0:00
19688,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11111,1, ,B2,208-06 HOLLIS AVENUE, ,11429,2,0,2,4800,1449,1965,1,B2,450000,3/7/2017 0:00
19690,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11121,28, ,B3,209-08 111TH   AVENUE, ,11429,2,0,2,3150,1883,1930,1,B3,665000,2/24/2017 0:00
19691,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11129,35, ,B3,215-09 111TH AVENUE, ,11429,2,0,2,3000,1681,1930,1,B3,665000,3/30/2017 0:00
19692,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11132,4, ,B3,113-20 212TH STREET, ,11429,2,0,2,3000,1312,1930,1,B3,440000,11/30/2016 0:00
19693,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11133,93, ,B3,212-22 MURDOCK AVENUE, ,11429,2,0,2,3000,1680,1930,1,B3,699920,11/14/2016 0:00
19694,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11134,20, ,B3,21328 NASHVILLE BLVD, ,11429,2,0,2,2400,1056,1930,1,B3,310000,2/14/2017 0:00
19695,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11134,55, ,B1,11362 SPRINGFIELD BLVD, ,11429,2,0,2,1900,1560,1965,1,B1,405000,7/28/2017 0:00
19697,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11136,42, ,B3,213-23 MURDOCK AVENUE, ,11429,2,0,2,3600,1672,1930,1,B3,660000,4/26/2017 0:00
19699,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11142,27, ,B3,215-02 111TH ROAD, ,11429,2,0,2,3000,1672,1930,1,B3,570000,12/20/2016 0:00
19700,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11144,153, ,B3,215-11 111TH   ROAD, ,11429,2,0,2,3000,1812,1930,1,B3,405600,3/31/2017 0:00
19701,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11145,4, ,B3,216-01 111TH AVENUE, ,11429,2,0,2,4332,1772,1920,1,B3,428000,3/24/2017 0:00
19703,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11153,30, ,S2,218-84 HEMPSTEAD AVENUE, ,11429,2,1,3,1680,2232,1925,1,S2,625000,12/29/2016 0:00
19704,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11155,34, ,S2,220-24 HEMPSTEAD AVENUE, ,11429,2,1,3,1359,2356,1925,1,S2,485000,4/28/2017 0:00
19706,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11155,134, ,S2,220-22 HEMPSTEAD AVE, ,11429,2,1,3,1359,2356,1925,1,S2,380000,1/26/2017 0:00
19707,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11157,19, ,B2,221-28 HEMPSTEAD AVENUE, ,11429,2,0,2,2964,2026,2001,1,B2,500000,11/30/2016 0:00
19708,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11163,9, ,B3,104-69 SPRINGFIELD BLVD, ,11429,2,0,2,3004,1842,1925,1,B3,450400,12/19/2016 0:00
19709,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11174,72, ,B9,225-34 104TH AVENUE, ,11412,2,0,2,3000,1408,1945,1,B9,440000,12/19/2016 0:00
19711,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11198,8, ,B3,218-17 112TH AVENUE, ,11429,2,0,2,4480,1108,1960,1,B3,795000,4/11/2017 0:00
19712,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11198,162, ,B9,111-33 SPRINGFIELD BLVD, ,11429,2,0,2,2016,1734,1940,1,B9,425000,7/21/2017 0:00
19713,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11212,31, ,B3,227-32 111TH   AVENUE, ,11429,2,0,2,4760,1700,1950,1,B3,689000,5/8/2017 0:00
19714,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11212,31, ,B3,227-32 111TH AVENUE, ,11429,2,0,2,4760,1700,1950,1,B3,350000,12/19/2016 0:00
19715,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11214,40, ,B3,216-31 113TH   AVENUE, ,11429,2,0,2,2200,1476,1940,1,B3,425369,10/18/2016 0:00
19716,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11217,100, ,B2,219-44 113TH  AVENUE, ,11429,2,0,2,4000,2250,1955,1,B2,655000,6/22/2017 0:00
19717,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11217,103, ,B3,219-40 113TH   AVENUE, ,11429,2,0,2,4000,638,1920,1,B3,790000,10/13/2016 0:00
19718,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11222,45, ,B2,223-42 112TH   ROAD, ,11429,2,0,2,4000,1580,1930,1,B2,645000,6/30/2017 0:00
19722,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11232,16, ,B3,215-22 MURDOCK AVENUE, ,11429,2,0,2,2171,1688,1935,1,B3,440000,6/8/2017 0:00
19723,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11236,45, ,B3,219-07 114TH AVENUE, ,11411,2,0,2,3000,1298,1925,1,B3,483000,9/30/2016 0:00
19724,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11269,26, ,B1,114-60 226TH   STREET, ,11411,2,0,2,2900,1932,1945,1,B1,670000,3/31/2017 0:00
19725,4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,11269,26, ,B1,114-60 226TH STREET, ,11411,2,0,2,2900,1932,1945,1,B1,415000,9/13/2016 0:00
19728,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,7969,8, ,C0,88-23 RANSOM STREET, ,11427,3,0,3,4200,3202,1970,1,C0,995000,4/17/2017 0:00
19729,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,7970,116, ,C0,89-45 PONTIAC STREET, ,11427,3,0,3,2067,3047,1975,1,C0,749000,6/5/2017 0:00
19730,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,7970,122, ,C0,89-31 PONTIAC STREET, ,11427,3,0,3,2067,3168,1975,1,C0,25000,10/26/2016 0:00
19731,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,7970,134, ,C0,89-05 PONTIAC STREET, ,11427,3,0,3,2083,2794,1975,1,C0,815000,2/17/2017 0:00
19733,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,7970,134, ,C0,89-05 PONTIAC STREET, ,11427,3,0,3,2083,2794,1975,1,C0,620000,12/8/2016 0:00
19734,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,7970,173, ,C0,88-17 PONTIAC STREET, ,11427,3,0,3,2917,3190,1975,1,C0,858500,4/3/2017 0:00
19735,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,7970,174, ,C0,88-11 PONTIAC STREET, ,11427,3,0,3,3050,3304,1970,1,C0,992000,6/28/2017 0:00
19736,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,10672,29, ,C0,214-20 HILLSIDE AVENUE, ,11427,3,0,3,2842,1780,1960,1,C0,800000,9/1/2016 0:00
19737,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,11091,18, ,C0,99-03 216TH   STREET, ,11429,3,0,3,1755,2422,1960,1,C0,100000,12/6/2016 0:00
19739,4,QUEENS VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,11232,60, ,C0,216-07 113TH   DRIVE, ,11429,3,0,3,2398,2068,1950,1,C0,560000,7/24/2017 0:00
19740,4,QUEENS VILLAGE,05 TAX CLASS 1 VACANT LAND                 ,1B,10803,16, ,V0,100TH   AVENUE, ,0,0,0,0,1656, -  ,0,1,V0,10000,11/9/2016 0:00
19745,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"223-27 MANOR ROAD, 23-8", ,11427,0,0,0, -  , -  ,1951,2,C6,155500,9/15/2016 0:00
19746,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"221-95 MANOR ROAD, 21-8", ,11427,0,0,0, -  , -  ,1951,2,C6,169999,11/18/2016 0:00
19747,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"82-08 229TH STREET, 29", ,11427,0,0,0, -  , -  ,1951,2,C6,220000,12/20/2016 0:00
19748,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"221-07 MANOR ROAD, 12-14", ,11427,0,0,0, -  , -  ,1951,2,C6,240000,1/12/2017 0:00
19749,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"86-49 SPRINGFIELD BLVD, 86-49", ,11427,0,0,0, -  , -  ,1951,2,C6,210800,12/15/2016 0:00
19750,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"226-21 MANOR ROAD, 27-5", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,2/14/2017 0:00
19751,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"82-18 229TH STREET, 28-1", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,3/15/2017 0:00
19753,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"227-10 STRONGHURST AVENUE, 25-17", ,11427,0,0,0, -  , -  ,1951,2,C6,172000,3/23/2017 0:00
19754,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"221-43 MANOR ROAD, 1 FL", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,3/28/2017 0:00
19756,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"221-05 MANOR ROAD, 12-13", ,11427,0,0,0, -  , -  ,1951,2,C6,248000,4/25/2017 0:00
